Post_id,Price,Bedroom,Bathroom,Sqft,Latitude,Longitude,Description,Latlng,Postal_code
 6437155849,2650.0,2.0,2.0,950.0,,,"
        
Downtown 2 bedroom 2 bathroom unit with over 950ft². 1 parking included. Heat and water included. Open balcony. Laminate flooring throughout. Modern open concept kitchen. Building amenities include barbecue allowed, bike storage, exercise room, gym, and party/meeting room. Steps to banks, groceries, restaurants, and more. 
Extras: dishwasher, existing light fixtures, fridge, microwave, stove, and washer and dryer.
Minimum 1 year lease term.
Available immediately!
Please email to see the unit.    ","nan,nan",
 6437134912,2500.0,3.0,2.0,,43.7507,-79.3003,"
        
""2150 Condos"" 3 Bedrooms 2 Washrooms. 1,115 Sq Ft With 114 Sq Ft Balcony. Spacious & Bright Corner Unit. Laminate Floors Throughout Except Washrooms. Modern Kitchen With Granite Counter Tops. Stainless Steel Fridge, Stove, Range Hood, Dishwasher. Washer & Dryer. Electric Light Fixtures. Window Coverings. Close To Ttc, 401, Dvp, Shopping, Schools, Restaurants. 1 Parking & 1 Locker Included.
Extras:Aaa Tenant, Non-Smoker, No Pets. Tenant To Provide Proof Of Tenant Insurance & Hydro+Water Account Opening. Dimensions & Sq Ft As Per Builder's Floor Plan To Be Verified By Tenant. $300 Key Deposit.


Dianne Ali
Cell:  

(PLEASE TEXT FOR FASTER RESPONSE)    ","43.7507,-79.3003",M1R 3V2
 6437135030,2850.0,3.0,2.0,,43.590855,-79.636917,"
        
Gorgeous Penthouse Suite In Luxury Building With Panoramic View Of The Lake & Toronto Skyline. 3 Bdrms & 2 Full Baths. Hardwood Floors Thru-Out. Master Bdrm Has W/I Closet & Ensuite With Jacuzzi Tub & Separate Shower. Large Foyer With Ceramic Tile & Mirrored Closets. Large Eat-In Kitchen With Stainless Steel Appliances & W/O To Wrap-Around-Balcony. Minutes To 401/403 & Qew Hwys. Walk To Square One, Public Transit, Schools, Dining, Library & City Centre.
Extras:Rent Includes All Utilities Except Cable/Telephone. Just Move In And Enjoy! Stainless Steel Fridge, Stove And Dishwasher!


Dianne Ali
Cell:  

(PLEASE TEXT FOR FASTER RESPONSE)    ","43.590855,-79.636917",L5B
 6437132994,6000.0,3.0,2.0,2050.0,43.640822,-79.37673,"
        
Downtown 3Bdrms/3baths unit, over 2050sf, Laminate floor in living and dining rooms, modern open concept kitchen with granite counter, no balcony, building amenities include concierge, indoor pool, party/meeting room, roof top deck/garden, steps to restaurants, banks, groceries and more. 
 Extra: Fridge, Stove, Microwave, dishwasher, washer and dryer, ensuite laundry included. 2 parking included. All utilities included, min 1 year lease, available immediately! Please email to see the unit.    ","43.640822,-79.37673",M5J 2G4
 6437133026,3500.0,3.0,3.0,1280.0,43.698756,-79.372457,"
        
Downtown 3 bedroom + den and 3 bathroom unit with over 1,280ft². Locker and parking included. Heat and water included. Open balcony. Hardwood flooring throughout. Modern open concept kitchen. Building amenities include concierge, guest suites, gym, lap pool, and outdoor pool. Steps to banks, groceries, restaurants, financial core, and more. 
Extras: dishwasher, fridge, microwave, rangehood, stove, and washer and dryer.
Minimum 1 year lease term.
Available immediately!
Please email to see the unit.    ","43.698756,-79.372457",M4G 1G8
 6437133095,1850.0,2.0,2.0,370.0,43.65574,-79.383751,"
        
Downtown bachelor unit, open balcony,  over 370sf, Laminate floor throughout,  modern open concept kitchen, building amenities include concierge, party/meeting room, direct access to The Path, steps to Union Station,  restaurants, banks, groceries and more. 
 Extra: Fridge, Stove, Microwave, dishwasher, washer and dryer, ensuite laundry included. min 1 year lease, available immediately! Please email to see the unit.    ","43.65574,-79.383751",M5G 1M5
 6437133145,6950.0,3.0,4.0,2550.0,43.656505,-79.373092,"
        
Downtown 3 bedroom+den 4 bathroom unit with over 2,550ft². 2 parking included. Heat and water included. Terrace balcony. Laminate, marble, and tile floor flooring. Modern open concept kitchen. Building amenities include barbecue allowed, concierge, exercise room, party/meeting room, rooftop deck/garden, and security system. Steps to banks, groceries, restaurants, hospital, park, place of worship and more. 
Extras: keyless entry, 10ft ceiling, imported finishes and fixtures, KitchenAid appliances, Samsung washer and dryer, and heated floor in master ensuite.
Minimum 1 year lease term.
Available immediately!
Please email to see the unit.    ","43.656505,-79.373092",M5A 2M9
 6437129558,2600.0,2.0,2.0,780.0,43.641879,-79.378183,"
        
Downtown 2 bedroom 2 bathroom unit with over 780ft². Heat and water included. Open balcony. Laminate flooring throughout. Modern open concept kitchen. Building amenities include concierge, guest suites, gym, indoor pool, and party/meeting room. Steps to banks, groceries, restaurants, and more. 
Extras: dishwasher, fridge, microwave, stove, washer and dryer, and window coverings.
Minimum 1 year lease term.
Available immediately!
Please email to see the unit.    ","43.641879,-79.378183",M5J 1B7
 6437129601,2750.0,2.0,2.0,780.0,43.641879,-79.378183,"
        
Downtown 2 bedroom 2 bathroom unit with over 780ft². Heat and water included. Open balcony. Laminate flooring throughout. Modern open concept kitchen. Building amenities include concierge, guest suites, gym, indoor pool, and party/meeting room. Steps to banks, groceries, restaurants, and more. 
Extras: dishwasher, fridge, microwave, stove, washer and dryer, and window coverings.
Minimum 1 year lease term.
Available immediately!
Please email to see the unit.    ","43.641879,-79.378183",M5J 1B7
 6437129632,2850.0,2.0,2.0,770.0,43.641879,-79.378183,"
        
Downtown 2 bedroom 2 bathroom unit with over 770ft². 1 parking included. Heat and water included. Open balcony. Laminate flooring throughout. Modern open concept kitchen. Building amenities include concierge, gym, indoor pool, and security system. Steps to banks, groceries, restaurants, and more. 
Extras: cooktop, dishwasher, fridge, microwave, oven, stove, washer and dryer, and window coverings.
Minimum 1 year lease term.
Available immediately!
Please email to see the unit.    ","43.641879,-79.378183",M5J 1B7
 6437129675,2980.0,2.0,2.0,750.0,43.641879,-79.378183,"
        
Downtown 2 bedroom 2 bathroom unit with over 750ft². 1 parking included. Heat and water included. Open balcony. Laminate flooring throughout. Modern open concept kitchen. Building amenities include concierge, gym, and indoor pool. Steps to banks, groceries, restaurants, and more. 
Extras: dishwasher, fridge, stove, and washer and dryer.
Minimum 1 year lease term.
Available immediately!
Please email to see the unit.    ","43.641879,-79.378183",M5J 1B7
 6437126047,2950.0,2.0,2.0,850.0,43.662471,-79.385648,"
        
Downtown 2 bedroom+den 2 bathroom unit with over 850ft². 1 locker and 1 parking included. Heat and water included. Open balcony. Laminate flooring throughout. Modern open concept kitchen. Building amenities include concierge, exercise room, indoor pool, party/meeting room, security guard, and visitor parking. Steps to banks, groceries, restaurants, and more. 
Extras: dishwasher, fridge, stove, and washer and dryer.
Minimum 1 year lease term.
Available immediately!
Please email to see the unit.    ","43.662471,-79.385648",M4Y
 6437126099,2950.0,2.0,2.0,1030.0,43.656871,-79.384044,"
        
Downtown 2 bedroom 2 bathroom unit with over 1,030ft². 1 parking included. Heat, hydro, and water included. Laminate flooring throughout. Modern open concept kitchen. Building amenities include concierge, gym, indoor pool, rooftop deck/garden, sauna, and squash/racquet court. Steps to banks, groceries, restaurants, and more. 
Extras: dishwasher, existing light fixtures, fridge, stove, vent hood, and window coverings.
Minimum 1 year lease term.
Available immediately!
Please email to see the unit.    ","43.656871,-79.384044",M5G 1M7
 6437126154,2975.0,2.0,2.0,1050.0,43.656871,-79.384044,"
        
Downtown 2 bedroom 2 bathroom unit with over 1,050ft². 1 parking included. Heat, hydro, and water included. Hardwood flooring throughout. Modern open concept kitchen. Building amenities include concierge, exercise room, indoor pool, sauna, and squash/racquet court. Steps to banks, groceries, restaurants, and more. 
Extras: dishwasher, fridge, stove, and washer and dryer.
Minimum 1 year lease term.
Available immediately!
Please email to see the unit.    ","43.656871,-79.384044",M5G 1M7
 6437126007,2800.0,2.0,2.0,850.0,43.659713,-79.385348,"
        
Downtown 2 bedroom 2 bathroom unit with over 850ft². Heat and water included. Open balcony. Laminate flooring throughout. Modern open concept kitchen. Steps to banks, groceries, restaurants, and more. 
Extras: dishwasher, existing light fixtures, fridge, microwave, stove, washer and dryer, and window coverings.
Minimum 1 year lease term.
Available immediately!
Please email to see the unit.    ","43.659713,-79.385348",M5G
 6437124977,3400.0,3.0,2.0,1050.0,43.670343,-79.413216,"
        
Downtown 3 bedroom and 2 bathroom unit with parking and over 1,0500ft². Heat and water included. Open balcony. Hardwood flooring throughout. Modern open concept kitchen. Building amenities include concierge, exercise room, gym, indoor pool, party/meeting room, and visitor parking. Steps to banks, groceries, restaurants, and more. 
Extras: dishwasher, existing light fixtures, fridge, granite countertop, microwave, stove, and washer and dryer.
Minimum 1 year lease term.
From $3,500 to $3,400.
Available immediately!
Please email to see the unit.    ","43.670343,-79.413216",M5R 3G8
 6437125035,2700.0,2.0,2.0,850.0,43.628947,-79.39442,"
        
Downtown 2 bedroom+den 2 bathroom unit with over 850ft². 1 locker and 1 parking included. Heat and water included. Open balcony. Laminate flooring throughout. Modern open concept kitchen. Building amenities include concierge, gym, outdoor pool, party/meeting room, and sauna. Steps to banks, groceries, restaurants, and more. 
Extras: S/S appliances, laundry, and window coverings.
Minimum 1 year lease term.
Available immediately!
Please email to see the unit.    ","43.628947,-79.39442",M5V 1A1
 6437125083,2800.0,2.0,2.0,950.0,43.628947,-79.39442,"
        
Downtown 2 bedroom+den 2 bathroom unit with over 950ft². 1 locker and 1 parking included. Heat and water included. Open balcony. Laminate flooring throughout. Modern open concept kitchen. Steps to banks, groceries, restaurants, and more. 
Extras: dishwasher, fridge, microwave, stove, and washer and dryer.
Minimum 1 year lease term.
Available immediately!
Please email to see the unit.    ","43.628947,-79.39442",M5V 1A1
 6437125114,2850.0,2.0,2.0,750.0,43.650949,-79.382392,"
        
Downtown 2 bedroom+den 2 bathroom unit with over 750ft². Heat and water included. Enclosed balcony. Wood flooring throughout. Modern open concept kitchen. Building amenities include concierge, exercise room, games room, guest suites, gym, media room, party/meeting room. Steps to banks, groceries, restaurants, and more. 
Extras: dishwasher, existing light fixtures, fridge, microwave, stove, wine fridge, and washer and dryer..
Minimum 1 year lease term.
Available immediately!
Please email to see the unit.    ","43.650949,-79.382392",M5H 4E8
 6437122663,3000.0,2.0,2.0,1000.0,43.65574,-79.383751,"
        
Downtown 2 bedroom 2 bathroom unit with approximately 1,000ft². 1 parking included. Heat, hydro, and water included. Hardwood flooring throughout. Modern open concept kitchen. Building amenities include exercise room, gym, indoor pool, party/meeting room, rooftop deck/garden, and security guard. Steps to banks, groceries, restaurants, and more. 
Extras: dishwasher, fridge, microwave, stove, washer and dryer, and window coverings.
Minimum 1 year lease term.
Available immediately!
Please email to see the unit.    ","43.65574,-79.383751",M5G 1M5
 6437122709,2400.0,2.0,1.0,650.0,,,"
        
Downtown 2 bedroom unit over 650ft². 1 locker included. Heat and water included. Open balcony. Hardwood flooring throughout. Modern open concept kitchen. Building amenities include concierge, gym, outdoor pool, party/meeting room, sauna, and visitor parking. Steps to banks, groceries, restaurants, and more. 
Extras: dishwasher, fridge, microwave, stove, washer and dryer, and floor-to-ceiling windows.
Minimum 1 year lease term.
Available immediately!
Please email to see the unit.    ","nan,nan",
 6437122761,2800.0,2.0,2.0,750.0,43.650949,-79.382392,"
        
Downtown 2 bedroom+den 2 bathroom unit with over 750ft². Heat and water included. Open balcony. Hardwood flooring throughout. Modern open concept kitchen. Building amenities include concierge, games room, guest suites, gym, and media room. Steps to banks, groceries, restaurants, and more. 
Extras: cooktop, dishwasher, fridge, microwave, wine fridge, and washer and dryer.
Minimum 1 year lease term.
Available immediately!
Please email to see the unit.    ","43.650949,-79.382392",M5H 4E8
 6437120267,2600.0,2.0,2.0,750.0,,,"
        
Downtown 2 bedroom 2 bathroom unit with over 750ft². Heat and water included. Open balcony. Laminate flooring throughout. Modern open concept kitchen. Building amenities include concierge, gym, indoor pool, party/meeting room, and security guard. Steps to banks, groceries, restaurants, and more. 
Extras: dishwasher, existing light fixtures, fridge, microwave, stove, and washer and dryer.
2 memberships to Pure Fitness Gym also included.
Minimum 1 year lease term.
Available immediately!
Please email to see the unit.    ","nan,nan",
 6437120335,3000.0,2.0,2.0,950.0,43.654715,-79.379333,"
        
Downtown 2 bedroom 2 bathroom unit with over 950ft². 1 locker and 1 parking included. Heat and water included. Marble flooring throughout. Modern open concept kitchen. Building amenities include concierge, rooftop deck/garden, security guard, and more. 
Extras: dishwasher, fridge, stove, and washer and dryer. Upgraded bathroom and kitchen.
Minimum 1 year lease term.
Available immediately!
Please email to see the unit.    ","43.654715,-79.379333",M5B
 6437120482,3000.0,2.0,2.0,850.0,43.663164,-79.387449,"
        
Downtown 2 bedroom 2 bathroom unit with over 850ft². 1 locker and 1 parking included. Heat and water included. Steps to banks, groceries, restaurants, and more. 
Extras: cooktop, dishwasher, existing light fixtures, fridge, microwave, stove, and washer and dryer.
Minimum 1 year lease term.
Available immediately!
Please email to see the unit.    ","43.663164,-79.387449",M7A
 6437118888,2400.0,2.0,1.0,670.0,,,"
        
Downtown bachelor unit with over 670ft². Heat and water included. Open balcony. Laminate flooring throughout. Modern open concept kitchen. Building amenities include concierge, guest suites, gym, indoor pool, party/meeting room, and visitor parking. Steps to banks, groceries, restaurants, and more. 
Extras: dishwasher, fridge, microwave, washer and dryer, and window coverings.
Minimum 1 year lease term.
Available immediately!
Please email to see the unit.    ","nan,nan",
 6437118363,2850.0,2.0,2.0,850.0,43.653098,-79.387704,"
        
Downtown 2 bedroom 2 bathroom unit with over 850ft². 1 parking included. Heat included. Open balcony. Laminate flooring throughout. Modern open concept kitchen. Building amenities include concierge, exercise room, and rooftop deck/garden. Steps to banks, groceries, restaurants, and more. 
Extras: cooktop, dishwasher, fridge, oven, range hood, stove, and washer and dryer.
Minimum 1 year lease term.
Available immediately!
Please email to see the unit.    ","43.653098,-79.387704",M5G 1R6
 6437118414,2900.0,2.0,2.0,790.0,43.65574,-79.383751,"
        
Downtown 2 bedroom+den 2 bathroom unit with over 790ft². 1 locker and 1 parking included. Heat and water included. Open balcony. Laminate flooring throughout. Modern open concept kitchen. Building amenities include concierge, gym, security guard, and security system. Steps to banks, groceries, restaurants, and more. 
Extras: dishwasher, fridge, microwave, stove, washer and dryer, and window coverings.
Minimum 1 year lease term.
Available immediately!
Please email to see the unit.    ","43.65574,-79.383751",M5G 1M5
 6437118472,2980.0,2.0,2.0,750.0,43.641879,-79.378183,"
        
Downtown 2 bedroom 2 bathroom unit with over 750ft². 1 parking included. Heat and water included. Open balcony. Laminate flooring throughout. Modern open concept kitchen. Building amenities include concierge, gym, and indoor pool. Steps to banks, groceries, restaurants, and more. 
Extras: dishwasher, fridge, stove, and washer and dryer.
Minimum 1 year lease term.
Available immediately!
Please email to see the unit.    ","43.641879,-79.378183",M5J 1B7
 6437115644,2300.0,3.0,3.0,,43.810415,-79.303774,"
        
Luxury Condo Townhouse Built By Tridel, Well Maintained And Managed By Del Property Management. Approx 1900 Sq.Ft. Bright And Spacious 3 Bedroom With 1 Den And Skylight. 2 Balconies. New Kitchen?new Laminate Floor,Hardwood Stair.Two Side By Side Parkings And A Large Woned 9'X4' Locker. 24 Hours Gatehouse Security. Close To L'amoreaux Park, Tennis Centre, Public Transit, Restaurants And Pacific Mall. Showing With Confidence.
Extras:Fridge, Stove, B/I Dishwasher, Exhaust Pacific Fan Hood, Washer And Dryer, All Elf's, All Window Covering, Cac. New Open Concept Kitchen . Excluded Locker


Dianne Ali
Cell:  

(PLEASE TEXT FOR FASTER RESPONSE)    ","43.810415,-79.303774",M1V 5E9
 6437113768,2695.0,2.0,2.0,850.0,43.669705,-79.381144,"
        
Downtown 2 bedroom 2 bathroom unit with over 7850ft². 1 locker and 1 parking included. Heat, hydro and water included. Open balcony. Laminate and marble flooring throughout. Modern open concept kitchen. Building amenities include concierge, exercise room, guest suites, gym, indoor pool, party/meeting room, and rooftop deck/garden. Steps to banks, groceries, restaurants, and more. 
Extras: dishwasher, existing light fixtures, fridge, microwave, stove, washer and dryer, and window coverings.
Minimum 1 year lease term.
Available immediately!
Please email to see the unit.    ","43.669705,-79.381144",M4Y 1V3
 6437113814,2800.0,2.0,2.0,750.0,43.640816,-79.381752,"
        
Downtown 2 bedroom 2 bathroom unit with over 750ft². 1 locker and 1 parking included. Heat and water included. Open balcony. Hardwood flooring throughout. Modern open concept kitchen. Building amenities include concierge, guest suites, gym, indoor pool, party/meeting room, recreational room, and rooftop deck/garden. Steps to banks, groceries, restaurants, and more. 
Extras: dishwasher, fridge, microwave, stove, and washer and dryer.
Minimum 1 year lease term.
Available immediately!
Please email to see the unit.    ","43.640816,-79.381752",M5J 2Y2
 6437113857,2800.0,2.0,2.0,750.0,43.641018,-79.38053,"
        
Downtown 2 bedroom 2 bathroom unit with over 750ft². Heat and water included. Open balcony. Laminate flooring throughout. Modern open concept kitchen. Building amenities include concierge, gym, indoor pool, media room, party/meeting room, and security guard. Steps to banks, groceries, restaurants, and more. 
Extras: dishwasher, existing light fixtures, fridge, microwave, oven, range hood, stove, and washer and dryer.
Parking for $200 monthly if required.
Minimum 1 year lease term.
Available immediately!
Please email to see the unit.    ","43.641018,-79.38053",M5J 1B7
 6437113911,2800.0,2.0,2.0,1050.0,43.646988,-79.395779,"
        
Downtown 2 bedroom 2 bathroom unit with over 1,050ft². 1 locker and 1 parking included. Heat and water included. Open balcony. Wood flooring throughout. Modern open concept kitchen. Steps to banks, groceries, restaurants, and more. 
Extras: dishwasher, fridge, microwave, stove, washer and dryer, and window coverings.
Minimum 1 year lease term.
Available immediately!
Please email to see the unit.    ","43.646988,-79.395779",M5V 2K4
 6428392730,3200.0,2.0,2.0,850.0,43.668803,-79.38519,"
        
Elegant and new condo in  Chaz Yorkville on 45 Charles St E. 2 bedrooms, 2 washrooms, parking, locker and balcony, bright, spacious with excellent layout. Floor to ceiling windows and Balcony having great views. High end finishes, hardwood floors, brand new top of the line appliances, washer / dryer ensuite, hardwood floors. Heat, water and cac included in rent. One Parking and One Locker included in rent. Very convenient location close to bloor / yonge subway. Steps to subway, shopping, restaurants, entertainment. Fantastic amenities in the building. 

Cecconi Simone Gourmet Kitchen With High-End Integrated Appliances, Floor To Ceiling Windows With A Lot Of Natural Light. 

Facilities: Exercise Room, Sauna, Chaz Club, Yoga and Pilates Studio, Computer Gamers Arena, Fitness, Zipcar, Pet Spa And More.

Includes All Existing Stainless Steels Appliances, Washer Dryer, Light Fixtures, Window Coverings. 

Available to move in immediately! Viewings can be arranged at short notice.

Contact : Narayan
T.O. Condos Realty Inc.
Cell:  


    ","43.668803,-79.38519",M4Y 1R9
 6435423295,2600.0,1.0,1.0,700.0,,,"
        
THE AURA LUXURY CONDO! AT 386 YONGE STREET. THE TALLEST RESIDENTIAL TOWERS IN NORTH AMERICA, NEW BUILDING IN DOWNTOWN TORONTO ON YONGE AND COLLEGE - VERY SPACIOUS 1 BEDROOM PLUS DEN, 1 WASHROOM, PARKING, LOCKER AND BALCONY. HARDWOOD FLOORS THROUGHOUT, FLOOR TO CEILING WINDOWS. HIGH END FINISHES, VERY FUNCTIONAL LAYOUT. GREAT VIEWS FROM LARGE BALCONY. WORLD CLASS FACILITIES AND AMENITIES IN THIS BUILDING. UTILITIES: HEAT, WATER AND CAC INCLUDED IN RENT. ONE PARKING AND ONE LOCKER INCLUDED IN RENT. DIRECT UNDERGROUND ACCESS TO COLLEGE SUBWAY AND COLLEGE PARK, SHOPS, ENTERTAINMENT, STEPS AWAY FROM HOSPITALS, SCHOOLS, UNIVERSITIES, RESTAURANTS, EATON CENTER, TTC, RYERSON UNIVERSITY AND UNIVERSITY OF TORONTO AND MUCH MORE.

FREE MEMBERSHIP TO THE WORLD CLASS 42000 SQ FT. AURA FITNESS CLUB

AVAILABILITY: IMMEDIATE

Downtown Toronto Live and Work lifestyle, next to all local amenities, Park, Entertainment, Restaurants and Shopping!

We Specialize in CONDO Sale, Purchase, Assignment, Lease and Property Management.

Whether you are looking for 1, 1+1, 2, 2+1 or 3 Bed Condo, we have an excellent selection of units on SALE and LEASE in Down Town Toronto and can get you the best deal!

We do not charge commission to Buyers or Tenants.

Our offices are located at Downtown Toronto and we can arrange a viewing at short notice.

Call us in full confidence for a professional service today!

Contact : Narayan 
T.O. Condos Realty Inc.
Cell:  
    ","nan,nan",
 6435414084,3500.0,2.0,2.0,986.0,43.659552,-79.382486,"
        
THE AURA LUXURY CONDO! AT 386 YONGE STREET, TALLEST RESIDENTIAL TOWERS IN CANADA, NEW BUILDING IN DOWNTOWN TORONTO LOCATED AT YONGE AND COLLEGE. SPACIOUS 2 BEDROOMS PLUS DEN, 2 WASHROOMS, PARKING AND BALCONY. TWO LARGE BEDROOMS WITH WINDOWS AND WOODEN DOORS AND A SEPARATE DEN WITH WINDOW. ELEGANT, BRIGHT AND SPACIOUS. HARDWOOD FLOORS THROUGHOUT, EXCELLENT LAYOUT, FLOOR TO CEILING WINDOWS, AMAZING SOUTH WEST VIEWS OF LAKE, CN TOWER AND DOWNTOWN TORONTO, TOP OF THE LINE STAINLESS STEEL APPLIANCES. HIGH END FINISHES, WORLD CLASS AMENITIES.  UTILITIES: HEAT, WATER AND CAC INCLUDED IN RENT. ONE PARKING AND ONE INCLUDED IN RENT. ENJOY THE WORLD CLASS LUXURY AT AURA WITH EXCELLENT FACILITIES. CONNECTED DIRECTLY VIA UNDERGROUND PATH TO SUBWAY, SHOPS, METRO SUPERMARKET OPEN 24 HOURS, FOOD COURTS, BANKS, ENTERTAINMENT, STEPS AWAY FROM HOSPITALS, SCHOOLS, UNIVERSITIES, RESTAURANTS, EATON CENTER, TTC AND MUCH MORE.

FREE MEMBERSHIP TO THE WORLD CLASS 42,000 SQ FT AURA FITNESS CLUB

AVAILABILITY: 1ST JANUARY 2018

FEATURES:
Direct underground access to Subway, Shops, Restaurants etc..Direct Indoor Access to all daily needs available in College Park. 
Dir / Cross St: Yonge / College
Configuration: 2 Bed Rooms plus Den, 2 Washrooms, Parking, Locker and Balcony
Hardwood flooring throughout.
High End Built In Appliances. Laundry Ensuite
Floor to Ceiling Windows and Balcony
Utilities = Heat, Water, Central AC included in Rent
One parking and One locker included in rent
24 Hour Concierge and Security
2 storey lobby, lower levels Stores, Restaurants, Take-out Food 
World Class Gym
Billiard room
Party / Meeting Room
Cyber lounge
Furnished Guest Suites
Theatre
Video Games Lounge
Terrace with BBQ

Downtown Toronto Live and Work lifestyle, next to all local amenities, Park, Entertainment, Restaurants and Shopping!

We Specialize in CONDO Sale, Purchase, Assignment, Lease and Property Management.

Whether you are looking for 1, 1+1, 2, 2+1 or 3 Bed Condo, we have an excellent selection of units on SALE and LEASE in Down Town Toronto and can get you the best deal!

We do not charge commission to Buyers or Tenants.

Our Offices are located at Downtown Toronto and we can arrange a viewing at short notice.

Call us in full confidence for a professional service today!

Contact : Narayan 
T.O. Condos Realty Inc.
Cell:  
    ","43.659552,-79.382486",M5B
 6432074847,2150.0,1.0,1.0,535.0,43.670045,-79.386435,"
        
Brand new One Bloor Luxury Condo! Elegant One bedroom condo with hardwood floors, high end finishes and huge Balcony! Higher floor with stunning views! Spacious Living room and Spacious Bedroom! Floor to Ceiling Windows! Right on Bloor / Yonge At The Heart Of Downtown, The most prestigious address in Toronto! Brand New Never Lived In, Direct Indoor Access To Subway.Steps To Yorkville Shops,Dining,Hospitals, entertainment and much more!

The Most Iconic Landmark In Downtown Toronto. Beautiful Large 1 Bed, Has The Perfect Layout. With Stunning Design By Cecconi and Simone. With A Perfect View!

Top Of The Line Integrated Stainless Steel Appliances: Fridge, Cook Top, Microwave, Hood Fan, Dishwasher. Washer And Dryer. Hardwood Floors. One Locker included in Rent! Utilities: heat, water and cac included in Rent!

AVAILABILITY: IMMEDIATE

Downtown Toronto Live and Work lifestyle, next to all local amenities, Park, Entertainment, Restaurants and Shopping!

We Specialize in CONDO Sale, Purchase, Assignment, Lease and Property Management.

Whether you are looking for 1, 1+1, 2, 2+1 or 3 Bed Condo, we have an excellent selection of units on SALE and LEASE in Down Town Toronto and can get you the best deal!

We do not charge commission to Buyers or Tenants.

Our Offices are located at Downtown Toronto and we can arrange a viewing at short notice.

Call us in full confidence for a professional service today!

Contact : Narayan 
T.O. Condos Realty Inc.
Cell:  
    ","43.670045,-79.386435",M4Y
 6428212806,3000.0,2.0,2.0,900.0,43.667173,-79.388602,"
        
Bright and Spacious 2 Bdrm Unitwith 2 Full Bathroom In U Condos At Bay and St. Mary Street* Large Corner Unit with Amazing Views* Floor To Ceiling Windows* A Wrap Around Balcony Framed By Amazing Views*Steps To Yorkville, U Of T, Hospitals, Public Transportation,Shopping,Restaurants,Entertainment and Much More!

Includes: Built In Appliances: Paneled Fridge, Stove, Glass Cook Top, Microwave, Dishwasher. Front Load Washer And Dryer. All Electric Light Fixtures, One Parking and One Locker.

A unique location adjacent to the lush grounds of the st. Michael's college campus of the university of Toronto. Exceptional U condominiums. Topped with 4,500 sq ft amenities area with a wraparound balcony, framed by amazing views.Steps to Bay and Bloor and Manulife Center!

Ready to move in immediately!

Contact : Narayan 
T.O. Condos Realty Inc.
Cell:  


    ","43.667173,-79.388602",M5S 0A3
 6416765122,3150.0,2.0,2.0,850.0,43.670045,-79.386435,"
        
Brand new One Bloor Luxury Condo! Luxury 2 beds, 2 baths with a huge balcony! Right on Bloor / Yonge At The Heart Of Downtown, The most prestigious address in Toronto! Brand New Never Lived In, Steps To Bloor / Yonge Subway. Steps To Yorkville Shops, Dining, Hospitals, entertainment and much more!

9 Ft. Ceiling, Ensuite Washer and Dryer. Modern Kitchen With Top-Of-The-Line Appliances, B/I Oven and Dishwasher.1 Parking and 1 Locker Included in Rent! Utilities: heat, water and cac included in Rent! Hardwood Floors, Elegant and Functional Layout, Huge Balcony. Amazing Amenities in the building.

AVAILABILITY: IMMEDIATE

Downtown Toronto Live and Work lifestyle, next to all local amenities, Park, Entertainment, Restaurants and Shopping!

We Specialize in CONDO Sale, Purchase, Assignment, Lease and Property Management.

Whether you are looking for 1, 1+1, 2, 2+1 or 3 Bed Condo, we have an excellent selection of units on SALE and LEASE in Down Town Toronto and can get you the best deal!

We do not charge commission to Buyers or Tenants.

Our Offices are located at Downtown Toronto and we can arrange a viewing at short notice.

Call us in full confidence for a professional service today!

Contact : Narayan 
T.O. Condos Realty Inc.
Cell:  
    ","43.670045,-79.386435",M4Y
 6437085113,3000.0,3.0,2.0,,43.766132,-79.409849,"
        
Best Location!!!828Sqft. Unobstructed Garden View! Bright & Spacious. Steps To Subway, Schools, Sheppard Centre, Empress Walk, Mel Lastman Square, Civic Centre, Library, Cinemas, Restaurants, Supermarkets And Other Amenities. Easy Access To Major Highways. 1 Parking&1 Locker Included! 24Hr Conc, Indoor Pool,Whirlpool,Sauna,Theatre,Billiard Rm,Conference/Dining Rm,Party Rm,Library,Games Rm,Gym.
Extras:Fridge, Stove, B/I Dishwasher, Washer And Dryer, One Parking And One Locker Included, No Pets/Smokers Per Landlord


Dianne Ali
Cell:  

(PLEASE TEXT FOR FASTER RESPONSE)    ","43.766132,-79.409849",M2N 6S5
 6437078274,1800.0,1.0,1.0,650.0,43.664848,-79.341685,"
        
Rarely Available, Iconic I-Zone Loft! Do Not Miss This Stunning, Furnished, South Riverdale Loft! Located In One Of The Hottest Neighbourhoods In Toronto, Steps From Everything, This Loft Will Blow Your Socks Off.
Extras: Communal Bbq, Patio, Terrace, Fully Furnished, Heat And Water Included, Cafe And Bar, Dry Cleaning Avail In Building. Parking Available For Rent.

TO  VIEW  THIS  PROPERTY  PLEASE  CALL  OR  TEXT   


THE  REAL  ESTATE  OFFICE  INC.,  BROKERAGE
42  FORT  YORK  BLVD
TORONTO  ON  M5V3Z3
TO  VIEW  CALL  OR  TEXT:   

***WALK-INS  ALSO  WELCOME,  OPEN  7  DAYS  A  WEEK!!***    ","43.664848,-79.341685",M4M 2T1
