Post_id,Price,Bedroom,Bathroom,Sqft,Latitude,Longitude,Description,Latlng,Postal_code
 6436699473,1700.0,1.0,1.0,600.0,43.812925,-79.453713,"
        
Fantastic Upgraded Unit in the heart of Thornhill. New Modern Kitchen With Granite Countertops, Backsplash and new Stainless Steel Appliances. Spectacular Southern Exposure With a Beautiful Unobstructed View in an open concept  floor plan. New Laminate Flooring Throughout the Condo and Freshly Painted. Includes 1 Parking in Underground Garage. The Condo is in  Immaculate Move In Condition.  Facilities Include Indoor Swimming Pool,Jacuzzi,Whirlpool,Sauna,Gym. Game Room, Party Room,Media Room. Minutes To Best Schools,Transit,Shopping.
Rental Application, Employment Letter, Credit Check, First And Last Months As Certified Cheque . Tenant Pays Hydro & Tenant Insurance.    ","43.812925,-79.453713",L4J 0G8
 6436699489,3850.0,2.0,2.0,1100.0,43.734388,-79.404568,"
        
This Fabulous 2 Bedroom + Den Suite Suits The Ultimate Urban Lifestyle! Boasting A 1200Sq.Ft. Functional Layout With Two Full Bathrooms, 9 Ft. Ceilings, Upgraded Appliances, Engineered Hardwood Throughout, Granite Countertops, Floor-To-Ceiling Windows With Stunning City Views! Direct Underground Access To Ttc, Path, 180,000Sq.Ft. Retail Concourse And Top Of The Line Amenities. Steps To Universities, Hospitals, Restaurants, Entertainment And Much More!
Extras: Stainless Steel Appliances (Fridge, Stove, B/I Dishwasher, B/I Microwave), Stacked W/D, All Elfs And Window Coverings.

TO  VIEW  THIS  PROPERTY  PLEASE  CALL  OR  TEXT   


THE  REAL  ESTATE  OFFICE  INC.,  BROKERAGE
42  FORT  YORK  BLVD
TORONTO  ON  M5V3Z3
TO  VIEW  CALL  OR  TEXT:   

***WALK-INS  ALSO  WELCOME,  OPEN  7  DAYS  A  WEEK!!***    ","43.734388,-79.404568",M4N
 6436690303,3500.0,2.0,3.0,1400.0,43.642831,-79.414997,"
        
Stunning Townhouse. 2 Bedroom And 2.5 Bathroom. 1400 Sqft, 2 Balconies.Fully Renovated Kitchen With Stone Counters, Stainless Steel High End Appliances, Built In Wine Fridge And Wine Rack. Breakfast Nook With Window To Outside. Powder Room On Main Floor Also Renovated. Laminate On Main Floor Floor With Dining Room And Living Room, Wood Burning Fireplace. Patio (Bbq Allowed) And Access To Complex Courtyard.
Extras: Granite Counter Tops And Stainless Steel Appliances. Close To Ttc, Shops, Lake, Restaurants & Downtown Core. Parking And Locker Included, Parking Spot Has Bike Stand.Trinity Bellwoods Area At Adelaide And Shaw Steps From Ttc Utilities Extra

TO  VIEW  THIS  PROPERTY  PLEASE  CALL  OR  TEXT   


THE  REAL  ESTATE  OFFICE  INC.,  BROKERAGE
42  FORT  YORK  BLVD
TORONTO  ON  M5V3Z3
TO  VIEW  CALL  OR  TEXT:   

***WALK-INS  ALSO  WELCOME,  OPEN  7  DAYS  A  WEEK!!***    ","43.642831,-79.414997",M6J 3S5
 6436687118,2950.0,2.0,2.0,850.0,43.669586,-79.302233,"
        
This Fabulous South Facing Condo With Lake View. Steps To All Amenities And The Beach! This Is An Unbeatable Value In The Beaches Surrounded By Million Dollar Homes. Almost 1000 Sqft Of Luxury Living (942 Sqft).
Extras: Steel; Fridge, Range, Built-In Oven, Exhaust Hood, Built-In Dishwasher. Built-In Microwave. 1 Parking Spot And 1 Locker Included.

TO  VIEW  THIS  PROPERTY  PLEASE  CALL  OR  TEXT   


THE  REAL  ESTATE  OFFICE  INC.,  BROKERAGE
42  FORT  YORK  BLVD
TORONTO  ON  M5V3Z3
TO  VIEW  CALL  OR  TEXT:   

***WALK-INS  ALSO  WELCOME,  OPEN  7  DAYS  A  WEEK!!***    ","43.669586,-79.302233",M4L 3S6
 6398867914,3195.0,2.0,1.0,800.0,43.696369,-79.395665,"
        
FURNISHED - 2 BED - 1 BATH - CONDO / APARTMENT - 800 SQ. FT.

Midtown Toronto Furnished Condo Rental at The Rio III - Classic 2 Bedroom 1 Bathroom Corner Suite with Parking and Office Area

$3,195 /month
Available: Jan 2, 2018
MIDTOWN
195 Merton Street, #305
Toronto

With 800 square feet of space, comfortable furnishings and in-suite laundry, this lovely 2 bedroom 1 bathroom corner suite is decked out with everything you need to settle into a Toronto lifestyle. Entering your suite you will find a cozy foyer with ample closet space behind mirrored sliding doors and hallway table. Continue on into your suite to find the open concept living and dining room with carpeted floors. Relax on the plush couch while you watch Netflix on the wall mounted flat screen TV or enjoy views of the neighbourhood. You will be able to sit at the hardwood four table person to enjoy your meals or sit at the breakfast nook in the large kitchen. Found in The Rio III Condos, you will have access to top-notch building amenities including a gym, party room and concierge. You are within walking distance of plenty of amenities including a Sobey's, pharmacy, playgrounds, coffee shops and restaurants. Right in your backyard you will find the Key Gardiner Beltline, a lush green path perfect for leisurely strolls. Commuting is easy thanks to Davisville Subway station which can connect you to downtown Toronto in under 10 minutes as well as many bus lines servicing the area. Your rent includes internet, Netflix, 1 underground parking space and hydro/electricity. Sorry, pets are not permitted and a one time move out cleaning fee of $195 applies. Rent it Furnished provides full property management services in Toronto. Not all properties listed with us are professionally managed by our company and pricing, terms and availability is subject to change.


To view this property, to apply directly and to see others on our website click on the link below.
https://rentitfurnished.com/toronto/property/midtown-toronto-furnished-condo-rental-at-the-rio-iv/
Contact Rent it Furnished at  
 - 500 King St W, 3rd Floor, Toronto, ON, M5V 1L2
    ","43.696369,-79.395665",M4S
 6436684381,2900.0,1.0,1.0,750.0,43.635883,-79.402026,"
        
Fully Furnished (Appliances And Furnitures) Downtown Loft In The Historic Art Deco Building At Tip Top Tailors. 780 Sq. Ft Plus 200+ Sq.Ft. Terrace, 11 Ft Ceiling. A Newly Renovated Common Area And Large Gym. Underground Parking Spot. Large Furnished Terrace With Bbq Gas Burner And Big Bbq Table. Walk To: Sport/Entertainment/Waterfront Venues & Billy Bishop Airport. One Year Lease (Short Term Also Possible). 2 Open-Concept Bedrooms.
Extras: 50/50 Mbps Unlimited Internet Via Fibrestream Included. Building Has A Large Gym, Hot Tub And A Newly Renovated Common Area. Stainless Steel Fridge, Stove, Microwave, One Washer Dryer Unit. All Elfs And Window Coverings. Visitors Parking.

TO  VIEW  THIS  PROPERTY  PLEASE  CALL  OR  TEXT   


THE  REAL  ESTATE  OFFICE  INC.,  BROKERAGE
42  FORT  YORK  BLVD
TORONTO  ON  M5V3Z3
TO  VIEW  CALL  OR  TEXT:   

***WALK-INS  ALSO  WELCOME,  OPEN  7  DAYS  A  WEEK!!***    ","43.635883,-79.402026",M5V
 6436679614,2650.0,2.0,1.0,850.0,43.643877,-79.402888,"
        
Fully Furnished Apartment Located In The Heart Of The City. Open Concept Living/Dining Area With Centre Island & A South/East View Making It Bright & Spacious. Large Ensuite Bathroom And Laundry. Steps To Great Restaurants, Bars, Grocery Stores, Trinity Bellwoods Parks. 24 Hr Concierge And Security Services. Short Term Or Long Term Welcome
Extras: Fridge, Stove, Dishwasher, Microwave, Fantastic Gym Overlooking The City Skyline. A 360 Degree Rooftop Deck With Panoramic Views And Communal Bbqs.

TO  VIEW  THIS  PROPERTY  PLEASE  CALL  OR  TEXT   


THE  REAL  ESTATE  OFFICE  INC.,  BROKERAGE
42  FORT  YORK  BLVD
TORONTO  ON  M5V3Z3
TO  VIEW  CALL  OR  TEXT:   

***WALK-INS  ALSO  WELCOME,  OPEN  7  DAYS  A  WEEK!!***    ","43.643877,-79.402888",M5V 1M9
 6436677031,2600.0,1.0,1.0,750.0,43.734388,-79.404568,"
        
Aura Condominium, Tallest Residential Building In Canada!! 78 Storeys High Above The Downtown Core! Brand New, Modern Building, Sitting Atop 3 Storey Podium Of Shops & Business, Offering The Ultimate In Luxurious City Living. 1 Bedroom+ Den, 1 Bath. Spacious & Bright Suite W/Stunning Views Of Lake & City. Very Chic & Modern Style. Floor To Ceiling Windows, 9 Ft Ceiling,Open Concept,Granite Kitchen Countertop, Centre Island. Act Fast!
Extras: Stainless Steel Appliances (Fridge, Stove, B/I Microwave, B/I Dishwasher), Stacked W/D, All Elfs, All Window Coverings.

TO  VIEW  THIS  PROPERTY  PLEASE  CALL  OR  TEXT   


THE  REAL  ESTATE  OFFICE  INC.,  BROKERAGE
42  FORT  YORK  BLVD
TORONTO  ON  M5V3Z3
TO  VIEW  CALL  OR  TEXT:   

***WALK-INS  ALSO  WELCOME,  OPEN  7  DAYS  A  WEEK!!***    ","43.734388,-79.404568",M4N
 6436667026,1700.0,1.0,1.0,495.0,43.660013,-79.385482,"
        
Beautiful 1 Bachelor + 1 Solarium on 19th Floor. 
495 Sq Ft. 
All Utilities Are Included. 
View: Solarium with window Facing South. 
Move in: January 20th, 2018 . 
Lease Term: 1 Year 

Energetic amenities: Residents at College Park North Tower are all members of the Parkview Club, an 18,000 square-foot recreation centre replete with exercise facilities, multiple game rooms, a yoga studio, as well as a full indoor lap pool and relaxing whirlpool. You'll have no shortage of ways to stay active and live energized, all from the comfort of home. 

Convenient TTC access: One of the top bonuses of College Park North Tower is the building's direct underground access to College Street Station on the Yonge-University subway line. Accessed through the College Park Mall, a historical commercial space that features a 24-hour Metro, residents at South Tower will definitely appreciate this short-cut to their daily travels, especially during wintertime. 



What's Nearby 

At 763 Bay Street you'll find all that Toronto has to offer right outside your door. A few blocks north on Bloor Street you'll find fashionable boutique shopping, on Yonge Street you'll discover fun nightlife adventures, the Eaton Centre is close by, as is Queen Street shopping and entertainment, and the Financial District. A few local restaurants to try are Richtree Natural Market Restaurant on Yonge Street, Mercatto on College Street, and Adega on Elm Street for Iberian inspired seafood. 

For groceries and other household needs you are directly connected to the College Park Mall where you will find a 24-hour Metro, as well there is a Loblaws, Bulk Barn, and Sobeys all along College Street near Yonge. 

For some local green space, College Park North Tower is only a short walk from Queen's Park, a lovely space to bicycle, roller-blade, exercise outdoors, or sit under a tree and read. 



Getting Around 

The Bay St. Corridor area has a 99 Walk Score, with bike lanes along College and Wellesley Streets. There are TTC options on Bay Street, College Street, and access to the Yonge-University subway line is just a short walk. If you drive, you can zip onto the Gardiner Expressway via York Street, and the Don Valley Parkway is via Danforth Avenue.    ","43.660013,-79.385482",M5G
 6407654384,881.0,1.0,1.0,550.0,27.262145,-82.542472,"
        
Availability for Now-Apr 2018...ask for Last Minute Discounts within 15-30 days... 
.. 1BR is open Dec 17- 26, Apr 7-15...
.. Large 1300sqft 2BR is open Jan 20-27, Feb 24 - Mar 3, Apr 7 - onwards.. 
.. 800sqft 2BR is open Jan 27 - Feb 3, Apr 21 - May 1.. 
.. Friend's 1000sqft 2BR Townhouse is open Jan 3-14, Jan 20 - Feb 3, Mar 24-29 (5 Nights), Apr 9 - onwards..  email us for Discounted quotes... 
...  
Link to a 3D 360 degree view of every room, similar to a Real Estate Sales version:
email me for this link and I will send it to you.. Let me know how you like it, thanks...
...
...YouTube Video--> youtu.be/IAHUOSpfyBA 
... 
Siesta Beach House Condominiums on Siesta Beach:
...
Dr. Beach names Siesta Beach Best Beach in US - just Google ""dr beach names siesta beach best beach in us"" and find out why. 
...
We also have two 2BR Condos Available, click on the link above to see them

Minimum 3 Day Rental (Only within 30 Days of arrival)
Rate based on ""High Season Rate"" for Memorial Day, July 4th, Thanksgiving, Christmas and 1 week minimum

Prices are per week and INCLUDE all taxes, fees, cleaning, insurance etc - NOTHING EXTRA
- other than if 3 or more persons and $35 security charge for some High Season weeks

Jan 3 - Jan 31 - $997.80 ($819.00 for subsequent week)
Jan 31 - Apr 26 - $1407.30 ($1228.50 for subsequent week)
Apr 26 - Jun 7 - $880.80 ($702.00 for subsequent week)
Jun 7 - Aug 13 - $997.80 ($819.00 for subsequent week)
Aug 14 - Dec 21 - $880.80 ($702.00 for subsequent week)
Dec 22 - Jan 3 - $1407.30 ($819.00 for subsequent week or $702.00 for previous week)
Bookings, contracts, rents are handled by the on-site rental office. So you will have someone right there if there is a problem.

 Book 7+ Days for the next 2 weeks and Save $234.00/wk Last Minute Discount (If Available)
 Book 7+ Days for the next 4 weeks and Save $175.50/wk Last Minute Discount (If Available)
 Book 7+ Days for the next 8 weeks and Save $117.00/wk Last Minute Discount (If Available)
 In High Season the times above are 1,2 and 4 weeks respectively.. Rate above applies for 2 adults. Add $5.85/day/person over 2..

 Last Minute Discounts of $117-$234 are available if your arrival is within 60/30/15 days of Booking
 (Minimum booking for discount is 7 days and rental must start or end on Sat/Sun)
 We would rather rent the unit for something than get nothing.
 Available discount dates are as follows:
 At this time we have the following dates available that qualify for a Last Minute Discount

 Book any timeslot below and save $117-$234/booking !
 Book 7 days or more Jul 13 - Aug 10 and get a $117.00 Last Minute Discount

 Taxes & Fees: ALL INCLUDED IN RATES ABOVE !!
 except $35 Special Security charge during these dates - Mar 16 - Apr 6, Memorial Day Week and July.
 Maximum Occupancy is 2 Adults plus 2 Children under 10..

 Call us in Toronto at  

 Note: If you don't get through to us send an email, if we are traveling we answer emails DAILY !

 Description: Siesta Beach House Condominium 1st (Ground) Floor unit.
 Siesta Beach House is located BEACHSIDE, no need to cross the road to get to the beach.
 A heated swimming pool, shuffleboard, charcoal BBQ's, and a private beach with lounges and chairs are provided for your enjoyment.
 This particular unit has been completely refurbished and is better equipped than many condos costing twice as much to rent.
 Everything is New, new walls, ceiling, floors, kitchen, bath, bedroom and living room.
 Have a look at some of the pictures below and on our own website (Link above).
 This condo is only 200 yards from the beach with NO ROAD to cross.
 There is an assigned parking spot, just in front, for this condo. 
Siesta Key has numerous FREE shuttle rides to restaurants, bars etc. Just Google ""Siesta Key Free Rides"" to see the options. 

 Amenities:
 The condo is fully air-conditioned with Diagonal Porcelain Tile & Carpets throughout. There are ceiling fans in the Living Room and Bedroom. It is equipped with two cordless telephones. The Comcast telephone service includes FREE long distance to USA & Canada as well as call display, call waiting and call answer.
 The Living Room contains a queen size sofa-bed and a love seat. For your entertainment there is a 32""HDTV with a X1 HD Cable Box with PVR and a stereo radio with iPod Dock. We now have a Sony 3200 Smart WiFi Blu-Ray player. Bring your Netflix, Amazon Prime, Hulu etc login and watch your programming. A Canon MG-3520 AirPrint-WiFi printer has been added to allow you to print from your computer, tablet or phone. Download MG-3520 drivers/apps (canon.com/ijsetup) before you come.
 Now with FREE High Speed WiFi Internet Connection Inside the condo.
 Next to the living room is a large kitchen with dining table and four chairs. The kitchen is fully equipped with a large frost free fridge with Icemaker, self cleaning stove with ceramic top, over the range microwave, toaster oven, dishwasher, garburator and all the latest kitchen gadgets, along with a full set of dishes, glasses and pots and pans.
 The bedroom contains a queen size bed along with a chair, a large set of drawers and 2 night tables. There is a 19"" remote control TV with DVD player, a ceiling fan, a telephone and a clock radio. There is a large walk-in closet to store your clothes and suitcases. We have added a small user programmable safe to store your valuables (At your risk)
 The New 4 piece bathroom has a sink, shower/bathtub and an elongated toilet.
 A new high efficiency heating and cooling system can maintain a temperature to keep you comfortable.
 This unit is a NON smoking unit. Condo Board and Health rules do not allow pets.
 Virtually everything you need is supplied, all you need to bring is yourself, suntan lotion, beach towels and food.
 If you require any further information don't hesitate to call or e-mail us.

 (Gulf of Mexico) Siesta/Crescent Beach, Siesta Key, Sarasota, Florida 34242

 Crescent Beach on Siesta Key is the world's best beach and we don't say that lightly. While some say beaches in Bali, Australia, New Zealand and/or Hawaii are as nice it's not the case - We've been there.
 NO OTHER BEACH IN THE WORLD IS AS CLEAN, WHITE SAND, COOL ON THE HOTTEST DAYS, AND SAFE TO SWIM IN AS CRESCENT BEACH !!!

 Travel Channel Rates Siesta Beach to the ""Elite List"": On April 6, 2003 a Travel Channel (Part of Discovery Networks) film crew shot footage on the beach. Siesta Beach was chosen to the ""Elite"" list by a panel of beach experts reviewing criteria such as cleanliness, sand quality and surrounding area. The secret of Siesta Key's sand is that the ancient sand crystals have been worn smooth over time. The sand is clean, powder soft to the touch, free of shell particles and cool on the feet. This is not the first time that Siesta Beach has won an award. In a USA Today poll Siesta Beach was voted one of the 3 top USA beaches. Conde Nast Traveler Magazine ranked Siesta Beach as being one of the ""Best of the Best"" in 1999. In 1987 the Woods Hole Oceanographic Institution gave Siesta Beach the designation of having the ""Whitest, Finest Beach Sand in the World"", a title that still stands today. Siesta Beach was selected ""TOP Mainland USA Beach"" by Dr. Beach in 2008 and 2011.

 The building is about 200 yards from the private beach equipped with lounges and chairs. There is no road to cross to get to the beach.

 Many golf courses (50+) are available for you to play within 30-45 minutes drive. Prices are reasonable, even in High Season, with 18 holes and cart from $40 and up tax included.

 Sarasota is located about 1 hour south of Tampa/St.Petersburg on the West coast of Florida on beautiful Gulf of Mexico.
 There are numerous International airports close to Sarasota.
 In Sarasota is the Sarasota/Bradenton (SRQ) International airport.
 Tampa(TPA)/St. Petersburg(PIE) is located about 1 hour north on I-75.
 Orlando(MCO)/Sanford(SFB) is about 2 hours northeast on I-75 & I-4.
 Ft. Myers(RSW) is about 75 minutes south on I-75.
 Fort Lauderdale(FLL) and Miami(MIA) are about 3 hours southeast on I-75.
 If you are going to rent a car then just fly into the airport that gives you the least expensive Total Price.
 For you in the colder North, St. Petersburg or Tampa is usually the cheapest.


 Yahoo Map works, Google Map doesn't...    ","27.262145,-82.542472",34242
 6407654947,1009.0,2.0,2.0,800.0,27.261702,-82.542912,"
        
Availability for Now-Apr 2018...ask for Last Minute Discounts within 15-30 days... 
.. 1BR is open Dec 17- 26, Apr 7-15...
.. Large 1300sqft 2BR is open Jan 20-27, Feb 24 - Mar 3, Apr 7 - onwards.. 
.. 800sqft 2BR is open Jan 27 - Feb 3, Apr 21 - May 1.. 
.. Friend's 1000sqft 2BR Townhouse is open Jan 3-14, Jan 20 - Feb 3, Mar 24-29 (5 Nights), Apr 9 - onwards..  email us for Discounted quotes... 
...   
Link to a 3D 360 degree view of every room, similar to a Real Estate Sales version:
email me for this link and I will send it to you.. Let me know how you like it, thanks...
...
...YouTube Video--> youtu.be/etmCgYUBgbQ 
... 
Siesta Beach House Condominiums on Siesta Beach:
...
Dr. Beach names Siesta Beach Best Beach in US - just Google ""dr beach names siesta beach best beach in us"" and find out why. 
...
Condo Rates are:
Prices are per week and include all taxes, fees, cleaning, insurance etc - NOTHING EXTRA - other than if 5 or more and $35 security charge for some weeks

Jan 4 - Jan 25 - $1126.00 ($936.00 for subsequent week)
Jan 25 - Apr 19 - $1652.50 ($1462.50 for subsequent week)
Apr 19 - Jun 7 - $1009.00 ($819.00 for subsequent week)
Jun 7 - Aug 13 - $1126.00 ($936.00 for subsequent week)
Aug 14 - Dec 21 - $1009.00 ($819.00 for subsequent week)
Dec 22 - Jan 3 - $1652.50 ($936.00 for subsequent week $1462.50 for previous week)
Bookings, contracts, rents are handled by the on-site rental office. So you will have someone right there if there is a problem.

Book 7+ Days during the next 2 weeks and Save $234.00/wk Last Minute Discount (If Available)
Book 7+ Days during the next 4 weeks and Save $175.50/wk Last Minute Discount (If Available)
Book 7+ Days during the next 8 weeks and Save $117.00/wk Last Minute Discount (If Available)
In High Season the times above are 1,2 and 4 weeks respectively..

Siesta Beach House Condominiums:

Use this link to see our own website with many more pictures, pricing and availability: (We also have another 2BR and a 1BR available)
email me for link...
Minimum 3 Day Rental
email me for quote on 3-6 day rentals, only available 30 days before arrival.
Rate above applies for 4 adults. Add $5/day/person over 4..

Last Minute Discounts of $117-$234 are available if your arrival is within 60/30/15 days of Booking
(Minimum booking for discount is 7 days and rental must start or end on Sat/Sun)
We would rather rent the unit for something than get nothing.

$35 Special Security charge during these dates - Mar 16 - Apr 6, Memorial Day Week and July.
Possible surcharge on some Holiday weeks.
Maximum Occupancy is 4 Adults plus 2 Children under 10..
add $5.85/person/night over 4 persons.

Call us in Toronto at  

Note: If you don't get through to us send an email, if we are traveling we answer emails DAILY !

Description: Siesta Beach House Condominium 2nd Floor unit.

Siesta Beach House is located BEACHSIDE, no need to cross the road to get to the beach.
A heated swimming pool, shuffleboard, charcoal BBQ's, and a private beach with lounges and chairs are provided for your enjoyment.
This particular unit has been refurbished and is better equipped than many condos costing twice as much to rent.
New floors, kitchen & bath, new paint
Have a look at some of the pictures below.
This condo is only 120 yards from the beach with NO ROAD to cross. 
There is an assigned parking spot in front of the condo. 
Siesta Key has numerous FREE shuttle rides to restaurants, bars etc. Just Google ""Siesta Key Free Rides"" to see the options.

Amenities:
The condo is fully air-conditioned with Diagonal Tile & Carpets throughout. It is equipped with a telephone (Free calls to Canada and USA + Call Display + Voicemail).
The Living Room contains a Queen size sofa-bed (suitable for kids under 10 only) and a Love Seat. For your entertainment there is a 40"" HDTV with HD Cable Box. We now have a Sony 3200 Smart WiFi Blu-Ray player. Bring your Netflix, Amazon Prime, Hulu etc login and watch your programming. A Canon MG-3520 AirPrint-WiFi printer has been added to allow you to print from your computer, tablet or phone. Download MG-3520 drivers/apps (canon.com/ijsetup) before you come.
Now with FREE High Speed WiFi Internet Connection.
Next to the living room is the kitchen and dining area with dining table and 6/8 chairs. It has new cabinets and a granite countertop. The kitchen is fully equipped with a 26cuft side by side fridge with Icemaker and through the door filtered water, Self cleaning stove with ceramic top, over the range microwave, 4 slice toaster, dishwasher and all the latest kitchen gadgets, along with a full set of dishes, glasses and pots and pans. 
The master bedroom contains a Queen size bed along with a large set of drawers and 2 night tables. There is a 32"" LCD HDTV, DVD Player and a clock radio. There is a large closet to store your clothes and suitcases. We have added a small user programmable safe to store your valuables (At your risk). Now also includes a small ensuite bathroom with shower (34x32), sink and toilet.
The 2nd bedroom has a Queen and a single/twin bed with a dresser and a 27"" LCD HDTV. It also has a large closet.
The main 4 piece bathroom has a sink, shower/bathtub and an elongate toilet.
A high efficiency heating and cooling system can maintain a temperature to keep you comfortable.
This unit is a NON smoking unit. Condo Board and Health rules do not allow pets.
Virtually everything you need is supplied, all you need to bring is yourself, suntan lotion, beach towels and food.
If you require any further information don't hesitate to call or e-mail us.

(Gulf of Mexico) Siesta/Crescent Beach, Siesta Key, Sarasota, Florida 34242

Crescent Beach on Siesta Key is the world's best beach and we don't say that lightly. While some say beaches in Bali, Australia, New Zealand and/or Hawaii are as nice it's not the case - We've been there.
NO OTHER BEACH IN THE WORLD IS AS CLEAN, WHITE SAND, COOL ON THE HOTTEST DAYS, AND SAFE TO SWIM IN AS CRESCENT BEACH !!!

Travel Channel Rates Siesta Beach to the ""Elite List"": On April 6, 2003 a Travel Channel (Part of Discovery Networks) film crew shot footage on the beach. Siesta Beach was chosen to the ""Elite"" list by a panel of beach experts reviewing criteria such as cleanliness, sand quality and surrounding area. The secret of Siesta Key's sand is that the ancient sand crystals have been worn smooth over time. The sand is clean, powder soft to the touch, free of shell particles and cool on the feet. This is not the first time that Siesta Beach has won an award. In a USA Today poll Siesta Beach was voted one of the 3 top USA beaches. Conde Nast Traveler Magazine ranked Siesta Beach as being one of the ""Best of the Best"" in 1999. In 1987 the Woods Hole Oceanographic Institution gave Siesta Beach the designation of having the ""Whitest, Finest Beach Sand in the World"", a title that still stands today. Siesta Beach was selected ""TOP Mainland USA Beach"" by Dr. Beach in 2008 and 2011.

The building is about 120 yards from the private beach equipped with lounges and chairs. There is no road to cross to get to the beach.

Many golf courses (50+) are available for you to play within 30-45 minutes drive. Prices are reasonable, even in High Season, with 18 holes and cart from $40 and up tax included.

Sarasota is located about 1 hour south of Tampa/St.Petersburg on the West coast of Florida on beautiful Gulf of Mexico.
There are numerous International airports close to Sarasota.
In Sarasota is the Sarasota/Bradenton (SRQ) International airport.
Tampa(TPA)/St. Petersburg(PIE) is located about 1 hour north on I-75.
Orlando(MCO)/Sanford(SFB) is about 2 hours northeast on I-75 & I-4.
Ft. Myers(RSW) is about 75 minutes south on I-75.
Fort Lauderdale(FLL) and Miami(MIA) are about 3 hours southeast on I-75.
If you are going to rent a car then just fly into the airport that gives you the least expensive Total Price.
For you in the colder North, St. Petersburg or Tampa is usually the cheapest.


Yahoo Map works, Google Map doesn't...    ","27.261702,-82.542912",34242
